text,label
Giờ giải lao giữa hai tiết học.,Neutral
Thông báo về việc nghỉ lễ được gửi qua email.,Neutral
Môn học này yêu cầu làm việc nhóm.,Neutral
Căng tin trường mở cửa vào buổi trưa.,Neutral
Đang xem xét các lựa chọn cho bài tập lớn.,Neutral
Danh sách phòng thi được niêm yết.,Neutral
Sử dụng bút highlight để đánh dấu ý chính.,Neutral
Nộp học phí đúng hạn.,Neutral
Thích thú khi khám phá ra một lĩnh vực mới.,Positive
Điểm thi vượt xa mục tiêu đặt ra.,Positive
Tích cực tham gia xây dựng bài học.,Positive
Giải được hết các bài tập trong sách bài tập.,Positive
Cảm thấy có hứng khởi để bắt đầu ngày học mới.,Positive
Bạn bè ngưỡng mộ vì thành tích học tập tốt.,Positive
Tự tin trình bày ý kiến của mình trước lớp.,Positive
Nhận được giấy khen học sinh giỏi cuối năm.,Positive
Học thuộc lòng bài thơ dài một cách dễ dàng.,Positive
Phương pháp học tập mới mang lại hiệu quả rõ rệt.,Positive
Không hiểu yêu cầu của đề bài.,Negative
Cảm thấy kiến thức bị quá tải.,Negative
Mất gốc môn Hóa học.,Negative
Buồn ngủ rũ rượi trong giờ học đầu tiên.,Negative
Điểm số không như kỳ vọng của bản thân.,Negative
Không có bạn thân nào trong lớp.,Negative
Lo sợ không đủ điều kiện tốt nghiệp.,Negative
Giáo viên chấm bài quá khắt khe.,Negative
Chất lượng wifi của trường rất kém.,Negative
Không tìm thấy động lực để đến trường.,Negative
Nhà vệ sinh trường học khá bẩn.,Neutral
Chuông báo hết giờ học vang lên.,Neutral
Cần điền thông tin vào phiếu khảo sát.,Neutral
Sơ đồ lớp học được treo ở cửa.,Neutral
Môn Triết học có nhiều khái niệm phức tạp.,Neutral
Đang đợi xe buýt để về nhà sau giờ học.,Neutral
Sổ ghi đầu bài nằm trên bàn giáo viên.,Neutral
Giờ học Giáo dục công dân tuần này.,Neutral
Tham khảo ý kiến của anh chị khóa trên.,Neutral
Quy định về trang phục khi đến trường.,Neutral
Vui sướng khi tên mình được đọc trong danh sách khen thưởng.,Positive
Bài kiểm tra Sinh học đạt điểm 9.,Positive
Tìm được nguồn cảm hứng cho bài viết sáng tạo.,Positive
Hoàn thành khóa học online với chứng chỉ xuất sắc.,Positive
Được giáo viên tin tưởng giao nhiệm vụ quan trọng.,Positive
Cảm thấy yêu thích việc đến trường mỗi ngày.,Positive
Học kỳ này diễn ra suôn sẻ.,Positive
Nhanh chóng nắm bắt được kiến thức mới.,Positive
Kết quả học tập làm hài lòng gia đình.,Positive
Tự tin giao tiếp bằng tiếng Anh với người nước ngoài.,Positive
Viết sai chính tả nhiều lỗi trong bài làm.,Negative
Cảm thấy bị bỏ lại phía sau so với bạn bè.,Negative
Không có đủ thời gian để hoàn thành bài thi.,Negative
Chán ghét môn học này vô cùng.,Negative
Kết quả học tập sa sút nghiêm trọng.,Negative
Không thể hiểu được lời giải của bài toán.,Negative
Thường xuyên bị điểm kém trong các bài kiểm tra ngắn.,Negative
Cảm thấy áp lực khi phải học thuộc lòng quá nhiều.,Negative
Giáo viên không giải đáp thắc mắc của học sinh.,Negative
Mất hết niềm tin vào khả năng học tập của bản thân.,Negative
Sách giáo khoa Vật lý lớp 10.,Neutral
Bảng đen cần được lau sạch.,Neutral
Đang xem lịch trình hoạt động ngoại khóa.,Neutral
Giờ học Mỹ thuật yêu cầu mang theo màu vẽ.,Neutral
Thông tin về học bổng được đăng trên website trường.,Neutral
Học sinh trực nhật có nhiệm vụ đóng cửa sổ cuối ngày.,Neutral
Môn Thể dục học ở sân vận động.,Neutral
Cần chuẩn bị máy tính cho bài thi Tin học.,Neutral
Đang tìm hiểu về các câu lạc bộ trong trường.,Neutral
Giáo trình được phát vào đầu năm học.,Neutral
Hạnh phúc khi nhận được kết quả thi đậu đại học.,Positive
Bài thực hành Tin học đạt điểm tối đa.,Positive
"Hiểu bài ngay tại lớp, không cần học thêm.",Positive
Tự tin trả lời các câu hỏi phản biện sau thuyết trình.,Positive
Được bạn bè công nhận sự cố gắng.,Positive
Cảm thấy kiến thức mình học được rất hữu ích.,Positive
Đạt điểm cao nhất lớp môn Văn.,Positive
"Giờ tự học hiệu quả, giải quyết được nhiều vấn đề.",Positive
Tìm được phương pháp ghi nhớ kiến thức lâu dài.,Positive
Yêu thích không gian yên tĩnh của thư viện.,Positive
"Chữ viết cẩu thả, khó đọc.",Negative
Cảm thấy mông lung về định hướng tương lai.,Negative
Không nộp bài tập đúng hạn.,Negative
Ghét phải dậy sớm đi học.,Negative
Điểm số thấp ảnh hưởng đến việc xét học bổng.,Negative
Không theo kịp tiến độ của lớp.,Negative
Luôn cảm thấy lo lắng mỗi khi có bài kiểm tra.,Negative
Kiến thức học ở trường không áp dụng được nhiều.,Negative
Giáo viên thiên vị những học sinh giỏi.,Negative
Cảm thấy chán nản với việc học lặp đi lặp lại.,Negative
Giấy kiểm tra được phát cho học sinh.,Neutral
Đang ghi lại nội dung cuộc họp nhóm.,Neutral
Buổi học hôm nay kết thúc sớm hơn dự kiến.,Neutral
Môn học này có phần thực hành tại xưởng.,Neutral
Cần đọc trước bài mới ở nhà.,Neutral
Thông tin tuyển sinh được cập nhật thường xuyên.,Neutral
Lớp trưởng đang phổ biến nội quy.,Neutral
Giáo viên đang chữa bài tập về nhà.,Neutral
Thời khóa biểu có sự thay đổi nhỏ.,Neutral
Sử dụng bút nhiều màu để ghi chú.,Neutral
Sung sướng khi bài nghiên cứu được đăng trên tạp chí khoa học.,Positive
Vượt qua kỳ thi với số điểm ấn tượng.,Positive
Tích cực phát biểu ý kiến xây dựng bài.,Positive
Nhanh chóng hoàn thành bài kiểm tra trước thời gian.,Positive
Cảm thấy tự hào về ngôi trường mình đang học.,Positive
Giúp đỡ bạn cùng tiến bộ trong học tập.,Positive
Được thầy cô đánh giá cao về thái độ học tập.,Positive
Tìm thấy niềm vui trong việc giải các bài toán hóc búa.,Positive
Có kế hoạch học tập rõ ràng và khoa học.,Positive
Đạt kết quả tốt trong kỳ thi đánh giá năng lực.,Positive
Làm bài sai phương pháp nên không có điểm.,Negative
Cảm thấy áp lực khi phải học ngày học đêm.,Negative
Không hiểu giáo viên đang nói gì.,Negative
Thường xuyên đi học muộn.,Negative
Kết quả thi không phản ánh đúng năng lực.,Negative
Khó khăn trong việc tiếp thu kiến thức mới.,Negative
Luôn cảm thấy căng thẳng trong giờ học.,Negative
Mất tập trung vì điện thoại di động.,Negative
Phương pháp giảng dạy của giáo viên không phù hợp.,Negative
Cảm thấy mệt mỏi và muốn bỏ học.,Negative
Máy chiếu đang hiển thị nội dung bài học.,Neutral
Học sinh đang làm bài tập tại lớp.,Neutral
Cần chuẩn bị hồ sơ đăng ký dự thi.,Neutral
Giờ học Âm nhạc có đàn piano.,Neutral
Thông báo về lịch thi lại đã có.,Neutral
Nhà trường tổ chức buổi nói chuyện chuyên đề.,Neutral
Đang phân vân giữa hai lựa chọn đề tài.,Neutral
Giáo viên đang gọi học sinh lên bảng.,Neutral
Sử dụng từ điển để tra từ mới.,Neutral
Bảng thông báo của Đoàn trường.,Neutral
Làm quen được nhiều bạn mới tốt bụng.,Positive
Cảm giác tiến bộ từng ngày.,Positive
Được chọn vào đội tuyển học sinh giỏi.,Positive
Tự học hiệu quả tại nhà.,Positive
Nộp báo cáo thực tập đúng hạn và được đánh giá tốt.,Positive
Vượt qua nỗi sợ môn học khó.,Positive
Giờ thực hành Tin học rất hữu ích.,Positive
Tìm được niềm vui trong học tập.,Positive
Kết quả thi thử khả quan.,Positive
Cảm thấy biết ơn thầy cô.,Positive
Đạt được chứng chỉ ngoại ngữ mong muốn.,Positive
Điểm thi cuối kỳ cao hơn dự kiến.,Positive
Bài giảng hôm nay rất truyền cảm hứng.,Positive
Học nhóm giúp tôi hiểu bài sâu hơn.,Positive
Tự tin trả lời các câu hỏi của giáo viên.,Positive
Được bạn bè giúp đỡ khi gặp khó khăn.,Positive
Môn học này thực sự thú vị.,Positive
Hoàn thành bài tập lớn trước thời hạn.,Positive
Nhận được lời khen từ phụ huynh về kết quả học tập.,Positive
Cảm thấy hào hứng khi bắt đầu một môn học mới.,Positive
Giải quyết được vấn đề phức tạp trong dự án.,Positive
Nghiên cứu khoa học đạt kết quả tốt.,Positive
Thư viện trường mới nhập nhiều sách hay.,Positive
Tham gia seminar rất bổ ích.,Positive
Điểm rèn luyện đạt loại xuất sắc.,Positive
Học được kỹ năng mới qua môn học.,Positive
Cảm thấy việc học có ý nghĩa.,Positive
Luôn hoàn thành tốt nhiệm vụ được giao.,Positive
Được bầu làm lớp trưởng.,Positive
Tích cực tham gia các hoạt động của lớp.,Positive
Cảm thấy hài lòng với nỗ lực của bản thân.,Positive
Bài kiểm tra thường xuyên điểm khá.,Positive
Giáo viên tạo không khí học tập thoải mái.,Positive
Tìm được phương pháp ghi nhớ hiệu quả.,Positive
Kiến thức áp dụng được vào thực tế.,Positive
Đạt giải trong kỳ thi cấp trường.,Positive
Cảm thấy tự hào về ngôi trường mình đang học.,Positive
Giờ học thể dục giúp giải tỏa căng thẳng.,Positive
Học online nhưng vẫn rất tập trung.,Positive
Có nhiều tiến bộ trong kỹ năng viết.,Positive
Bạn bè động viên khi tôi gặp khó khăn.,Positive
Môn học này mở mang tầm mắt.,Positive
Làm bài thi với tâm trạng thoải mái.,Positive
Đạt mục tiêu điểm số đã đề ra.,Positive
Cảm thấy sẵn sàng cho năm học mới.,Positive
Thầy cô luôn khuyến khích sự sáng tạo.,Positive
Học hỏi được nhiều từ các bạn giỏi.,Positive
Giờ thảo luận nhóm rất sôi nổi và hiệu quả.,Positive
Tự giác học bài mà không cần nhắc nhở.,Positive
Cảm thấy yêu việc đến trường mỗi ngày.,Positive
Cảm thấy cô đơn ở lớp.,Negative
Học mãi không thấy tiến bộ.,Negative
Không được chọn vào đội tuyển.,Negative
Tự học ở nhà không hiệu quả.,Negative
Nộp báo cáo trễ hạn.,Negative
Vẫn sợ môn học này.,Negative
Máy tính phòng thực hành bị hỏng.,Negative
Mất hết động lực học tập.,Negative
Kết quả thi thử đáng báo động.,Negative
Cảm thấy không được thầy cô quan tâm.,Negative
Thi trượt chứng chỉ.,Negative
Điểm thi cuối kỳ thấp hơn mong đợi.,Negative
Bài giảng hôm nay quá nhàm chán.,Negative
Học nhóm nhưng chỉ có mình tôi làm việc.,Negative
Không dám trả lời câu hỏi của giáo viên vì sợ sai.,Negative
Bị bạn bè nói xấu sau lưng.,Negative
Ghét môn học này kinh khủng.,Negative
Không thể hoàn thành bài tập lớn đúng hạn.,Negative
Bị phụ huynh la mắng vì điểm kém.,Negative
Cảm thấy áp lực khi bắt đầu môn học mới khó.,Negative
Gặp bế tắc khi giải quyết vấn đề trong dự án.,Negative
Nghiên cứu khoa học không có kết quả.,Negative
Tài liệu trong thư viện quá cũ.,Negative
Buổi seminar không có gì đặc sắc.,Negative
Điểm rèn luyện chỉ đạt loại trung bình.,Negative
Không học được kỹ năng gì hữu ích từ môn này.,Negative
Cảm thấy việc học thật vô nghĩa.,Negative
Thường xuyên không hoàn thành nhiệm vụ được giao.,Negative
Bị phê bình trước lớp.,Negative
Không thích tham gia các hoạt động của lớp.,Negative
Cảm thấy thất vọng về bản thân.,Negative
Bài kiểm tra thường xuyên toàn điểm yếu.,Negative
"Giáo viên quá nghiêm khắc, tạo áp lực.",Negative
"Học trước quên sau, không nhớ được gì.",Negative
"Kiến thức quá lý thuyết, không thực tế.",Negative
Bị loại khỏi kỳ thi cấp trường.,Negative
Cảm thấy xấu hổ về ngôi trường mình đang học.,Negative
Ghét giờ học thể dục vì mệt.,Negative
Học online dễ bị xao nhãng.,Negative
Kỹ năng viết ngày càng tệ đi.,Negative
"Bạn bè ganh ghét, không giúp đỡ.",Negative
Môn học này quá khó hiểu.,Negative
Làm bài thi trong tâm trạng lo sợ.,Negative
Không đạt được mục tiêu điểm số.,Negative
Cảm thấy lo lắng cho năm học mới.,Negative
Thầy cô không tạo điều kiện cho học sinh phát biểu.,Negative
Cảm thấy bị cô lập trong lớp.,Negative
Giờ thảo luận nhóm toàn cãi vã.,Negative
Phải có người nhắc mới chịu học bài.,Negative
Chán ghét việc phải đến trường.,Negative
Danh sách lớp có 40 học sinh.,Neutral
Đang xem thời khóa biểu.,Neutral
Đội tuyển học sinh giỏi có 5 thành viên.,Neutral
Tự học tại thư viện.,Neutral
Báo cáo thực tập gồm 3 phần.,Neutral
Môn học này liên quan đến chuyên ngành.,Neutral
Phòng thực hành Tin học có 30 máy tính.,Neutral
Đang tìm kiếm thông tin trên mạng.,Neutral
Kỳ thi cuối kỳ sẽ diễn ra vào tháng 12.,Neutral
Chuẩn bị giấy bút để ghi bài.,Neutral
Đề tài nghiên cứu đã được duyệt.,Neutral
Lớp học tiếng Anh có giáo viên nước ngoài.,Neutral
Giáo viên chủ nhiệm là cô Hoa.,Neutral
Chứng chỉ này có giá trị trong 2 năm.,Neutral
Giờ ra chơi kéo dài 10 phút.,Neutral
Trường nằm trên đường X.,Neutral
Hôm nay học 5 tiết.,Neutral
Sử dụng bút chì để làm bài trắc nghiệm.,Neutral
Môn Toán học vào thứ Hai và thứ Tư.,Neutral
Cần hoàn thành phiếu khảo sát.,Neutral
Giờ thực hành bắt đầu lúc 14:00.,Neutral
Thông báo về lịch nghỉ lễ.,Neutral
